"product_name","ingredient","classes","dose","price_krw","price_as_of","source_note"
"명문리나글립틴듀오서방정2.5/1000밀리그램","Linagliptin + Metformin HCl","DPP4+MET","2.5mg/1g","387","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"미디아정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"미아릴엠정1/250밀리그램","Glimepiride + Metformin HCl","SU+MET","1mg/0.25g","112","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"미아릴엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"미아릴정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"베나보정0.3밀리그램","Enavogliflozin","SGLT2_EN","0.3mg","611","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"베아릴엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"베아릴정1밀리그램","Glimepiride","SU","1mg","105","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"베아릴정2밀리그램","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"베아릴정4밀리그램","Glimepiride","SU","4mg","241","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"베이슨정0.2밀리그램","Voglibose","AGI","0.2mg","106","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"베이슨정0.3밀리그램","Voglibose","AGI","0.3mg","133","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"보령글리메피리드정2밀리그램","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"부디앙정10밀리그램","Empagliflozin","SGLT2_EM","10mg","265","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"부디앙정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"비아틴엠정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"비아틴정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"비아틴정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"비엘글리메정2밀리그램","Glimepiride","SU","2mg","148","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌가드엠정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","264","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌가드정50밀리그램","Vildagliptin","DPP4","50mg","204","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다글립엠정50밀리그램","Vildagliptin","DPP4","50mg","204","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다글메트정50/1000밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","1g/50mg","315","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다글메트정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","300","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다글메트정50/850밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.85g/50mg","310","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다글정50밀리그램","Vildagliptin","DPP4","50mg","300","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다듀오엠정50/1000밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","1g/50mg","283","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다듀오엠정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","264","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다듀오엠정50/850밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.85g/50mg","278","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다메트정50/1000밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","1g/50mg","316","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다메트정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","310","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다메트정50/850밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.85g/50mg","310","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다브스엠정50/1000밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","1g/50mg","283","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다브스엠정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","264","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다브스엠정50/850밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.85g/50mg","278","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다브스정50밀리그램","Vildagliptin","DPP4","50mg","204","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다정50밀리그램","Vildagliptin","DPP4","50mg","314","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다틴메트정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","264","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다틴정50밀리그램","Vildagliptin","DPP4","50mg","204","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다포트메트정50/1000밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","1g/50mg","333","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다포트메트정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","310","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다포트메트정50/850밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.85g/50mg","327","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌다포트정50밀리그램","Vildagliptin","DPP4","50mg","240","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌브스정50밀리그램","Vildagliptin","DPP4","50mg","204","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"빌탁스정50밀리그램","Vildagliptin","DPP4","50mg","204","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼다파듀오정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼성다파글리플로진정","Dapagliflozin","SGLT2_DA","10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼시타정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼시타정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼시타정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼시타플러스정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼시타플러스정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼시타플러스정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼익염산메트포르민정","Metformin HCl","MET","0.5g","51","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼진메트포르민정","Metformin HCl","MET","0.5g","70","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼천당글리클라짓정","Gliclazide","SU","80mg","87","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"삼천당보글리보스정0.3밀리그램","Voglibose","AGI","0.3mg","114","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"셀파엠정10밀리그램","Empagliflozin","SGLT2_EM","10mg","265","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"셀파엠정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"셀피리드정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가논정5밀리그램","Evogliptin","DPP4","5mg","730","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가다파정","Dapagliflozin + Evogliptin","SGLT2_DA+DPP4","10mg/5mg","799","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가맥스정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가메트서방정2.5/500밀리그램","Evogliptin + Metformin HCl","DPP4+MET","2.5mg/0.5g","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가메트서방정2.5/850밀리그램","Evogliptin + Metformin HCl","DPP4+MET","2.5mg/0.85g","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가메트서방정5/1000밀리그램","Evogliptin + Metformin HCl","DPP4+MET","5mg/1g","693","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가트리서방정5/10/1000mg","Dapagliflozin + Evogliptin + Metformin HCl","SGLT2_DA+DPP4+MET","10mg/5mg/1g","950","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈가파정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","393","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"슈퍼다이아정500밀리그램","Metformin HCl","MET","0.5g","70","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"스타메진정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","349","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"스타메진정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","327","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"스타메진정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","343","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"스타진정100밀리그램","Sitagliptin","DPP4","0.1g","385","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"스타진정50밀리그램","Sitagliptin","DPP4","50mg","256","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시글립듀오정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시글립듀오정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시글립듀오정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시글립정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시글립정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시글립정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시글립틴엠정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
